TimeStamp,_id,PART_FACT_PLAN_DATE,PART_FACT_SERIAL,PART_NAME,PassOrFail,Reason,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Switch_Over_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
2020-10-21 00:57:37,5f8f87c09c0189cc6679187a,2020-10-21,17,"RG3 MOLD'G W/SHLD, LH",0,None,1.059999942779541,0.9300000071525574,13.010000228881836,61.77999877929688,6.809999942779541,654.2899780273438,0.0,53.560001373291016,4.630000114440918,128.5,30.89999961853028,290.5,142.3000030517578,115.6999969482422,55.59999847412109,60.29999923706055,286.0,285.0,285.0,275.3999938964844,265.1000061035156,234.8999938964844,65.80000305175781,21.600000381469727,22.5
2020-10-21 00:57:37,5f8f87c09c0189cc6679187d,2020-10-21,18,"RG3 MOLD'G W/SHLD, RH",0,None,1.059999942779541,0.9300000071525574,13.010000228881836,61.77999877929688,6.809999942779541,654.2899780273438,0.0,53.560001373291016,4.630000114440918,128.5,30.89999961853028,290.5,142.3000030517578,115.6999969482422,55.59999847412109,60.29999923706055,286.0,285.0,285.0,275.3999938964844,265.1000061035156,234.8999938964844,65.80000305175781,21.600000381469727,22.5
2020-10-21 00:56:34,5f8f87c09c0189cc66791885,2020-10-21,17,"RG3 MOLD'G W/SHLD, LH",0,None,1.059999942779541,0.9300000071525574,12.989999771118164,61.77999877929688,6.809999942779541,654.280029296875,0.0,53.58000183105469,4.630000114440918,128.5,30.89999961853028,290.5,142.39999389648438,115.8000030517578,55.70000076293945,60.5,286.20001220703125,285.79998779296875,285.0,275.6000061035156,265.6000061035156,234.8000030517578,65.80000305175781,21.5,22.5
2020-10-21 00:56:34,5f8f87c19c0189cc66791888,2020-10-21,18,"RG3 MOLD'G W/SHLD, RH",0,None,1.059999942779541,0.9300000071525574,12.989999771118164,61.77999877929688,6.809999942779541,654.280029296875,0.0,53.58000183105469,4.630000114440918,128.5,30.89999961853028,290.5,142.39999389648438,115.8000030517578,55.70000076293945,60.5,286.20001220703125,285.79998779296875,285.0,275.6000061035156,265.6000061035156,234.8000030517578,65.80000305175781,21.5,22.5
2020-10-21 00:55:34,5f8f87c29c0189cc6679188e,2020-10-21,17,"RG3 MOLD'G W/SHLD, LH",0,None,1.059999942779541,0.9300000071525574,12.949999809265137,61.7599983215332,6.809999942779541,654.27001953125,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.89999961853028,290.70001220703125,142.5,116.0,55.79999923706055,60.20000076293945,286.5,285.1000061035156,285.0,276.0,265.1000061035156,234.6999969482422,65.9000015258789,21.5,22.5
2020-10-21 00:55:34,5f8f87c39c0189cc66791895,2020-10-21,18,"RG3 MOLD'G W/SHLD, RH",0,None,1.059999942779541,0.9300000071525574,12.949999809265137,61.7599983215332,6.809999942779541,654.27001953125,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.89999961853028,290.70001220703125,142.5,116.0,55.79999923706055,60.20000076293945,286.5,285.1000061035156,285.0,276.0,265.1000061035156,234.6999969482422,65.9000015258789,21.5,22.5
2020-10-21 00:54:31,5f8f87c49c0189cc6679189a,2020-10-21,17,"RG3 MOLD'G W/SHLD, LH",0,None,1.059999942779541,0.9300000071525574,13.020000457763672,61.77999877929688,6.809999942779541,654.27001953125,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.799999237060547,290.6000061035156,142.39999389648438,116.1999969482422,55.79999923706055,60.400001525878906,285.29998779296875,285.5,284.5,276.0,264.79998779296875,234.8000030517578,65.9000015258789,21.600000381469727,22.5
2020-10-21 00:54:31,5f8f87c49c0189cc6679189f,2020-10-21,18,"RG3 MOLD'G W/SHLD, RH",0,None,1.059999942779541,0.9300000071525574,13.020000457763672,61.77999877929688,6.809999942779541,654.27001953125,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.799999237060547,290.6000061035156,142.39999389648438,116.1999969482422,55.79999923706055,60.400001525878906,285.29998779296875,285.5,284.5,276.0,264.79998779296875,234.8000030517578,65.9000015258789,21.600000381469727,22.5
2020-10-21 00:53:29,5f8f87c59c0189cc667918a4,2020-10-21,17,"RG3 MOLD'G W/SHLD, LH",0,None,1.059999942779541,0.9300000071525574,12.970000267028809,61.77999877929688,6.809999942779541,654.280029296875,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.89999961853028,290.6000061035156,142.39999389648438,116.1999969482422,55.79999923706055,60.29999923706055,286.29998779296875,285.8999938964844,285.6000061035156,275.3999938964844,265.0,235.1999969482422,65.80000305175781,21.600000381469727,22.5
2020-10-21 00:53:29,5f8f87c59c0189cc667918a8,2020-10-21,18,"RG3 MOLD'G W/SHLD, RH",0,None,1.059999942779541,0.9300000071525574,12.970000267028809,61.77999877929688,6.809999942779541,654.280029296875,0.0,53.560001373291016,4.630000114440918,128.39999389648438,30.89999961853028,290.6000061035156,142.39999389648438,116.1999969482422,55.79999923706055,60.29999923706055,286.29998779296875,285.8999938964844,285.6000061035156,275.3999938964844,265.0,235.1999969482422,65.80000305175781,21.600000381469727,22.5
